State_Name,State_ab,County,City,Place,Type,Zip_Code,Area_Code,ALand,AWater,Lat,Lon,Mean,Median,Stdev,Households
Alabama,AL,Chambers County,Wadley,Abanda,CDP,36276,256,7764034,34284,33.091627,-85.527029,14596.66648,11326,10911.1105596114+0i,52
Alabama,AL,Jefferson County,Adamsville,Adamsville city,City,35005,205,65064935,29719,33.60575,-86.97465,95877.02205,85644,101255.628258487+0i,1704
Alabama,AL,Hale County,Akron,Akron,Town,35541,205,1776164,13849,32.879495,-87.741679,25388.78279,20009,24839.9829145421+0i,126
Alabama,AL,Marshall County,Albertville,Albertville city,City,35950,256,68731806,258708,34.26313,-86.21066,100168.6279,85168,113147.596969836+0i,7307
Alabama,AL,Calhoun County,Alexandria,Alexandria,CDP,36250,256,28834974,33099,33.760819,-85.872008,93216.54135,92686,92828.3528811165+0i,1464
Alabama,AL,Blount County,Oneonta,Allgood,Town,35121,205,2690288,1452,33.907623,-86.516109,78111.82609,72651,68954.9676827159+0i,245
Alabama,AL,Etowah County,Walnut Grove,Altoona,Town,35990,205,11193369,25442,34.039204,-86.305697,52118.24714,45447,39522.5864474801+0i,323
Alabama,AL,Lauderdale County,Anderson,Anderson,Town,35610,256,3347216,1520,34.915675,-87.274274,75046.46063,74670,78423.6274343179+0i,115
Alabama,AL,Cullman County,Arab,Arab city,City,35016,256,34345826,346373,34.332387,-86.501167,60403.87788,300000,49341.996372404+0i,25
Alabama,AL,Limestone County,Ardmore,Ardmore,Town,35739,256,5289466,21830,34.987838,-86.829022,88080.22795,73785,101398.063007548+0i,571
Alabama,AL,St. Clair County,Odenville,Argo,Town,35120,205,27893577,150331,33.691576,-86.503766,79360.85977,86061,73434.7553097582+0i,1513
Alabama,AL,Winston County,Arley,Arley,Town,35541,205,9740655,33989,34.076234,-87.217831,50176.45529,49775,23405.958309527+0i,179
Alabama,AL,Clay County,Ashland,Ashland,Town,36251,256,18986275,85046,33.269892,-85.833706,64354.01585,63003,48055.7877349791+0i,1037
Alabama,AL,Limestone County,Athens,Athens city,City,35611,256,103245839,659827,34.779021,-86.950799,137600.4372,111583,152581.769456703+0i,9326
Alabama,AL,Etowah County,Attalla,Attalla city,City,35954,256,18079281,0,33.986189,-86.121037,84119.82777,76235,92890.4632801784+0i,2313
Alabama,AL,Autauga County,Autaugaville,Autaugaville,Town,36003,334,19936288,526181,32.432563,-86.658752,54145.1759,58862,15092.0863331447+0i,462
Alabama,AL,Mobile County,Satsuma,Axis,CDP,36572,251,10164766,28960,30.922563,-88.02185,88596.79364,94953,84787.2468594984+0i,278
Alabama,AL,Cullman County,Baileyton,Baileyton,Town,35019,256,13620112,146518,34.260858,-86.608788,116960.3273,72563,141888.400209742+0i,329
Alabama,AL,Etowah County,Hokes Bluff,Ballplay,CDP,35903,256,60996781,485209,34.023046,-85.801481,63208.81039,71242,19697.1774267899+0i,506
Alabama,AL,Baldwin County,Bay Minette,Bay Minette city,City,36507,251,44692221,196438,30.894436,-87.791306,97243.10741,81210,112772.623533399+0i,3011
Alabama,AL,Marion County,Linden,Bear Creek,Town,36748,334,35295458,345562,34.255481,-87.713399,61514.34773,67688,0+24820.6879976986i,547
Alabama,AL,Lamar County,Guin,Beaverton,Town,35563,205,11882781,0,33.935411,-88.021778,71475.25699,98649,0+61699.0861449408i,115
Alabama,AL,Fayette County,Fayette,Belk,Town,35555,205,3588962,0,33.651647,-87.928609,62816.54104,63141,61814.8632256882+0i,101
Alabama,AL,Mobile County,Mobile,Belle Fontaine,CDP,36605,251,4022920,939300,30.489492,-88.10594,58912.54119,77914,0+39566.3126607443i,180
Alabama,AL,Fayette County,Berry,Berry,Town,35546,205,27884733,15029,33.666702,-87.609311,66361.68815,62350,74776.4315801625+0i,603
Alabama,AL,Autauga County,Billingsley,Billingsley,Town,36006,205,3383297,3909,32.66522,-86.706673,117113.5737,66575,142306.254441491+0i,63
Alabama,AL,Shelby County,Birmingham,Birmingham city,City,35203,205,378353942,6591013,33.527444,-86.799047,85694.72941,71497,93195.0094440163+0i,960
Alabama,AL,Blount County,Blountsville,Blountsville,Town,35031,205,14039365,179778,34.075728,-86.583728,108950.7759,80192,134268.913013006+0i,636
Alabama,AL,Barbour County,Skipperville,Blue Springs,Town,36374,334,7500883,0,31.663516,-85.503526,77433.08458,300000,71762.3932510029+0i,39
Alabama,AL,Marshall County,Boaz,Boaz city,City,35957,256,37683451,161880,34.19902,-86.155151,117702.8596,90424,132871.405268833+0i,2946
Alabama,AL,Talladega County,Childersburg,Bon Air,Town,35044,256,3436489,15386,33.25937,-86.327148,37986.00156,30862,34632.842668399+0i,33
Alabama,AL,Wilcox County,Camden,Boykin,CDP,36726,334,6888209,30520,32.068375,-87.294343,15801.10375,8378,15730.312106556+0i,32
Alabama,AL,Shelby County,Maylene,Brantleyville,CDP,35114,205,5688362,26749,33.219303,-86.882522,70822.63641,75680,72753.72271366+0i,386
Alabama,AL,Escambia County,Brewton,Brewton city,City,36426,251,29044814,609964,31.109175,-87.076583,100562.3222,77399,121191.235314796+0i,2126
Alabama,AL,Jefferson County,Brighton,Brighton city,City,35020,205,3673771,0,33.439229,-86.945385,35004.29776,27294,35419.5061062448+0i,1071
Alabama,AL,Etowah County,Walnut Grove,Bristow Cove,CDP,35990,205,28083738,0,34.109216,-86.240993,71534.34182,87497,70370.261715407+0i,206
Alabama,AL,Jefferson County,Mount Olive,Brookside,Town,35117,205,16582314,27676,33.636966,-86.89608,115614.6123,83777,137661.010347761+0i,504
Alabama,AL,Cherokee County,Gaylesville,Broomtown,CDP,35973,256,12156602,0,34.365728,-85.532112,55471.48042,47027,52587.0818675486+0i,92
Alabama,AL,Mobile County,Mount Vernon,Bucks,CDP,36560,251,1003273,92976,31.016881,-88.026385,48249.5,300000,33733.7532994277+0i,25
Alabama,AL,Chilton County,Calera,Calera city,City,35040,205,62376107,685210,33.122319,-86.745644,0,0,0+0i,0
Alabama,AL,Mobile County,Mount Vernon,Calvert,CDP,36560,251,8879545,48801,31.15447,-88.01046,0,0,0+0i,0
Alabama,AL,Wilcox County,Camden,Camden city,City,36726,334,10836797,34892,31.998493,-87.28895,69708.33289,75524,69934.6736642108+0i,876
Alabama,AL,Walker County,Carbon Hill,Carbon Hill city,City,35549,205,14245476,221464,33.894991,-87.522078,45965.36157,36161,53726.3991227189+0i,751
Alabama,AL,Etowah County,Boaz,Carlisle-Rockledge,CDP,35956,256,41929653,12741,34.114451,-86.124073,63586.98741,61531,63771.1637713607+0i,858
Alabama,AL,Covington County,Andalusia,Carolina,Town,36420,334,2871453,20504,31.23415,-86.521001,60141.11831,65426,52847.7990779071+0i,122
Alabama,AL,Conecuh County,Castleberry,Castleberry,Town,36432,251,4431204,48957,31.299678,-87.029129,42545.57504,26819,47452.8858843288+0i,285
Alabama,AL,Cherokee County,Cedar Bluff,Cedar Bluff,Town,35959,256,13174609,152247,34.221422,-85.588565,93536.54681,78494,108791.576804015+0i,872
Alabama,AL,Cherokee County,Centre,Centre city,City,35960,256,29628797,241373,34.155363,-85.668842,76079.91459,70130,85736.775506573+0i,1545
Alabama,AL,Washington County,Chatom,Chatom,Town,36518,251,27770887,0,31.469145,-88.246019,123539.2528,91217,144728.879851785+0i,407
Alabama,AL,Colbert County,Cherokee,Cherokee,Town,35616,256,5740564,704,34.7577,-87.965589,67539.54247,74763,67963.0726603598+0i,381
Alabama,AL,Talladega County,Childersburg,Childersburg city,City,35044,256,31919335,652240,33.291877,-86.340599,98677.00279,80123,119256.598332818+0i,2181
Alabama,AL,Mobile County,Wilmer,Chunchula,CDP,36587,251,4671130,21008,30.927194,-88.2082,67605.5606,300000,62110.5988662215+0i,67
Alabama,AL,Chilton County,Clanton,Clanton city,City,35045,205,56812440,353342,32.841704,-86.623008,104094.2429,92273,111645.332786466+0i,3353
Alabama,AL,Dale County,Daleville,Clayhatchee,Town,36322,334,7039400,0,31.236925,-85.721478,62841.92656,63909,62797.8610548566+0i,203
Alabama,AL,Blount County,Cleveland,Cleveland,Town,35049,205,20308407,131765,34.002179,-86.561352,82028.11468,71810,86443.7138702286+0i,428
Alabama,AL,Tuscaloosa County,Vance,Coaling,Town,35490,205,12986097,178716,33.169901,-87.349887,95280.47412,88691,95522.6208373837+0i,570
Alabama,AL,Geneva County,Geneva,Coffee Springs,Town,36340,334,2030176,29256,31.165836,-85.910898,73520.82076,75697,72830.4815371897+0i,114
Alabama,AL,Tuscaloosa County,Coker,Coker,Town,35452,205,5271311,23040,33.243752,-87.681329,109907.9166,96976,117859.357671723+0i,295
Alabama,AL,DeKalb County,Collinsville,Collinsville,Town,35961,256,10141848,45133,34.262193,-85.867868,57456.45608,63599,57480.0246370893+0i,553
Alabama,AL,Houston County,Columbia,Columbia,Town,36319,334,10181708,170212,31.295351,-85.110202,66326.92849,68157,68407.0014492679+0i,297
Alabama,AL,Jefferson County,Bessemer,Concord,CDP,35023,205,8716229,44246,33.461986,-87.040435,110564.4657,95571,118119.852819469+0i,867
Alabama,AL,Walker County,Cordova,Cordova city,City,35550,205,15091310,292352,33.761292,-87.201099,49530.21356,38798,55158.6003340697+0i,872
Alabama,AL,Houston County,Cottonwood,Cottonwood,Town,36320,334,14950836,67217,31.054033,-85.29956,86823.86981,74354,104718.820520826+0i,549
Alabama,AL,Jefferson County,Morris,County Line,Town,35116,205,2500017,0,33.820895,-86.71973,100182.0988,111221,96783.6101712705+0i,28
Alabama,AL,Houston County,Dothan,Cowarts,Town,36301,334,19196913,128863,31.206248,-85.309769,74101.96739,74594,72191.4837151614+0i,753
Alabama,AL,DeKalb County,Crossville,Crossville,Town,35962,256,21676691,1995,34.285486,-85.998756,93640.50093,84765,106969.641421648+0i,742
Alabama,AL,Cullman County,Cullman,Cullman city,City,35055,256,50147181,3094442,34.179337,-86.840793,110526.4739,88597,129104.844667089+0i,6120
Alabama,AL,Washington County,Millry,Cullomburg,CDP,36558,251,13842493,0,31.713061,-88.291774,69749.5,300000,55477.8810079035+0i,10
